Tarih,Sembol,Fiyat,Gunluk %,Hacim 1g,Rejim G,Rejim H,Rejim A,Cakisma,ATR %
2026-07-27,TRGYO,95.25,-1.244167962674964,358774,0.45,0.62,0.81,0,2.2401849998191703
2026-07-27,TAVHL,267.25,2.9865125240847785,2284894,0.76,0.87,1.05,0,3.573833836162469
2026-07-27,AHGAZ,35.7,0.8474576271186562,378148,0.08,0.69,0.89,0,4.008637829870092
2026-07-27,TEHOL,44.68,3.6658932714617127,17671752,0.58,0.66,0.45,0,2.604514154033943
2026-07-27,ZRGYO,18.14,-0.3296703296703226,184524,0.12,0.36,0.54,0,3.1348846399839965
2026-07-27,RALYH,258.0,0.78125,654529,0.19,0.81,1.26,1,6.366695730276916
2026-07-27,ENERY,9.6,0.3134796238244447,9834984,0.19,0.59,1.47,0,4.171118493303879
2026-07-27,LIDER,97.25,-4.750244857982365,6978080,1.08,1.65,1.71,1,8.182023491384863
2026-07-27,AGHOL,34.56,1.946902654867268,895683,0.18,1.1,0.86,0,3.4537358169876256
2026-07-27,BRSAN,574.5,0.7011393514461,485153,0.35,0.85,0.72,0,3.7400477833180608
2026-07-27,PGSUS,164.8,1.980198019801991,6737599,0.73,0.84,0.9,0,2.4416469237346528
2026-07-27,IEYHO,163.4,-0.4872107186357996,1163936,0.09,1.33,1.03,1,2.598824410779045
2026-07-27,UFUK,1638.0,-0.9074410163339384,1479,0.1,0.33,1.05,0,4.673604032324846
2026-07-27,PASEU,113.7,-0.8718395815170008,1792144,0.18,0.56,0.73,0,6.369045109697415
2026-07-27,MPARK,400.0,-0.5593536357986327,277507,0.44,0.92,1.04,0,3.439029555225189
2026-07-27,PEKGY,14.99,-0.0666666666666652,18059583,0.18,0.67,0.69,0,2.2385168450926503
2026-07-27,BIGEN,141.5,9.945609945609956,412023,0.03,2.38,0.43,1,7.0189557985862905
2026-07-27,DMLKT,6.04,0.4991680532445965,3384386,0.65,0.91,0.71,0,0.6835924780732293
2026-07-27,ARCLK,99.55,0.5555555555555527,560687,0.54,0.61,0.84,0,2.152144318679683
2026-07-27,RGYAS,203.3,0.6435643564356491,194940,0.16,0.91,0.65,0,2.4050357357229704
2026-07-27,EUPWR,100.0,-0.3984063745019977,4711642,0.25,0.63,1.05,0,5.725824948999164
2026-07-27,LYDHO,183.0,0.273972602739726,76111,0.17,1.03,0.82,0,3.1367964122933056
2026-07-27,RYGYO,32.3,1.8284993694829708,462356,0.38,0.94,0.53,0,3.5154746995333346
2026-07-27,TABGD,234.1,0.472103004291843,74225,0.06,0.7,1.52,1,3.796367518625997
2026-07-27,AYGAZ,269.5,-0.2775208140610545,556647,0.42,1.32,1.08,1,3.7295276002713007
2026-07-27,AKFIS,93.25,1.1388286334056368,921043,0.35,0.58,0.67,0,5.061415009068485
2026-07-27,KRDMA,43.28,1.2160898035547314,1633621,0.1,1.37,0.86,1,4.432002072879397
2026-07-27,PETKM,20.88,-5.177111716621257,45911946,0.51,1.13,0.83,0,4.290087163742691
2026-07-27,BSOKE,34.38,-1.09321058688146,727423,0.17,1.1,0.67,0,4.6417091476641374
2026-07-27,SARAE,111.5,-9.935379644588044,91627226,,,,0,
2026-07-27,ISMEN,36.14,-0.4407713498622496,1510968,0.28,0.91,0.69,0,2.251348177617231
2026-07-27,TRHOL,1759.0,-2.494456762749446,39228,0.12,1.15,1.28,1,5.364457716202521
2026-07-27,ANSGR,27.02,0.6706408345752597,867947,0.21,0.96,0.75,0,2.5962595945974414
2026-07-27,ARMGD,206.2,1.4264633546482917,275284,0.2,0.94,0.97,0,4.731702942103007
2026-07-27,TKFEN,152.2,1.466666666666659,1443623,0.32,0.93,0.66,0,4.286563092106459
2026-07-27,CVKMD,37.9,-0.629260618772947,2480541,0.18,0.94,0.62,0,4.787823468769297
2026-07-27,TRMET,137.5,1.0286554004408566,1509462,0.22,1.06,1.06,0,4.532892918737996
2026-07-27,GLRMK,162.9,-0.2449479485609342,842193,0.25,0.89,0.46,0,3.441343282108475
2026-07-27,YGGYO,214.2,-1.833180568285976,46717,0.48,0.55,0.52,0,3.5353103727132447
2026-07-27,BRYAT,1809.0,-0.3305785123966942,12923,0.33,0.83,0.57,0,2.909538294645135
2026-07-27,ECILC,71.25,0.2814919071076747,1089353,0.35,0.77,0.69,0,3.3718426304353595
2026-07-27,CIMSA,48.38,-2.538275584206281,3319212,0.4,1.2,1.03,0,3.0689758800433364
2026-07-27,AKSA,12.46,3.402489626556018,16631004,0.8,0.81,0.93,0,3.624968752769299
2026-07-27,ANHYT,104.4,-1.4164305949008498,560671,0.68,1.09,0.78,0,2.4912482761849604
2026-07-27,AKCNS,238.5,0.9737510584250684,104384,0.34,0.39,0.96,0,3.23592345324289
2026-07-27,ALARK,105.0,-0.5681818181818128,865416,0.25,0.73,0.85,0,3.544424051703027
2026-07-27,ALKLC,405.75,1.1845386533665836,385233,0.37,0.75,0.81,0,3.254191067738597
2026-07-27,AGESA,237.9,-0.5434782608695581,24192,0.14,0.92,0.75,0,2.8397528382737662
2026-07-27,MOGAN,17.38,-1.4180374361883157,4937878,0.15,1.13,0.9,0,6.499701646751467
2026-07-27,TBORG,130.7,0.8487654320987611,29445,0.18,1.11,0.78,0,2.413721795656051
2026-07-27,GENIL,9.31,1.0857763300760004,13061574,0.33,0.84,0.78,0,4.633018633048518
2026-07-27,TTRAK,409.5,-0.4860267314702308,29544,0.21,1.02,0.77,0,2.201776839388417
2026-07-27,CWENE,37.72,1.1260053619302994,5450259,0.1,1.24,1.14,0,5.07896004324166
2026-07-27,EFOR,18.82,3.4065934065934127,19810655,0.24,0.83,0.73,0,5.56055284194706
2026-07-27,RYSAS,20.1,1.3104838709677498,886601,0.29,1.12,0.27,0,4.9668467366759375
2026-07-27,OTKAR,328.5,0.4587155963302752,87279,0.16,0.41,1.27,0,3.2751824632537736
2026-07-27,GESAN,81.3,0.0,5430449,0.46,1.07,0.77,0,5.577589465972812
2026-07-27,DOHOL,20.96,-1.0387157695939513,1511866,0.15,0.79,0.94,0,3.542910614825652
2026-07-27,DOAS,188.1,0.9661835748792178,232030,0.28,0.78,0.65,0,2.192548760204561
2026-07-27,CLEBI,1500.0,0.1335113484646194,20184,0.92,0.74,0.55,0,2.593796626859669
2026-07-27,GRSEL,344.5,-1.2186379928315414,495910,0.78,1.22,0.96,1,3.4920025865256195
2026-07-27,ECZYT,328.0,-1.5015015015015014,95220,0.14,1.32,0.89,0,5.369510870580659
2026-07-27,YEOTK,106.9,8.970438328236506,14764362,1.42,1.27,0.62,2,6.169907986379085
2026-07-27,ANELE,127.0,-2.307692307692308,2005899,0.29,1.78,0.9,1,7.639902534486924
2026-07-27,ULKER,92.25,0.2172732210755055,2004150,0.42,0.86,0.89,0,2.371222480004995
2026-07-27,VERUS,474.0,-1.3014055179593962,23568,0.12,0.74,1.33,0,6.742063760067664
2026-07-27,GLYHO,16.66,-1.478415138971023,954804,0.36,0.52,0.71,0,3.067736990343485
2026-07-27,NUHCM,217.7,-0.1376146788990878,18483,0.56,0.55,0.33,0,2.347078309916301
2026-07-27,CEMZY,14.06,0.2853067047075672,2165105,0.12,0.83,0.81,0,5.749660190451639
2026-07-27,TSKB,11.59,1.3998250218722672,8155761,0.54,1.01,0.71,0,2.453802416140653
2026-07-27,AKFYE,26.34,-1.348314606741571,3984180,0.26,1.16,1.17,2,5.320178460184131
2026-07-27,BASGZ,45.52,0.0439560439560508,65089,0.26,0.56,0.86,0,3.1177421481680114
2026-07-27,SOKM,52.85,-0.4708097928436911,2129410,0.28,1.21,0.79,1,3.5303621674516457
2026-07-27,GRTHO,247.4,0.1619433198380589,202179,0.19,0.65,1.17,1,4.784141719198228
2026-07-27,SSAAT,42.58,-7.755632582322354,18358827,,,,0,
2026-07-27,MAVI,39.22,1.9230769230769285,2164136,0.73,0.67,0.79,0,2.811491905156298
2026-07-27,ARASE,116.8,-1.8487394957983216,57229,0.28,0.71,0.48,0,3.515863888097649
2026-07-27,BTCIM,5.34,1.136363636363629,37812228,0.48,1.24,0.9,0,4.305470785387339
2026-07-27,SKBNK,10.59,-9.948979591836734,1091846,0.03,0.76,0.98,0,10.82615101668362
2026-07-27,KCAER,14.97,-0.1999999999999957,7787550,0.59,0.98,0.68,0,3.900294573315602
2026-07-27,ADGYO,52.15,-0.8555133079847963,65576,0.11,0.86,0.66,0,3.473140909507557
2026-07-27,PAHOL,1.42,0.0,78772637,0.49,0.59,0.7,0,2.7247235527150284
2026-07-27,RAYSG,171.7,-0.1744186046511694,44585,0.34,0.75,0.65,0,2.7768442428820537
2026-07-27,KUYAS,68.0,-3.886925795053004,3357585,0.18,1.57,1.15,0,7.162505687503616
2026-07-27,TRENJ,101.8,1.4955134596211366,779653,0.34,1.08,0.92,0,4.431577177083593
2026-07-27,SARKY,25.82,0.2329192546583801,1606598,0.31,0.82,0.57,0,3.954933034326776
2026-07-27,PSGYO,3.79,1.3368983957219205,67702134,0.22,0.64,1.41,1,5.852090284739473
2026-07-27,LYDYE,13485.0,-0.1111111111111111,155,0.15,0.85,0.64,0,3.648843765173418
2026-07-27,CMENT,292.25,0.0,1028,0.22,0.81,0.84,0,2.941702033633021
2026-07-27,DAPGM,9.59,0.7352941176470619,18874572,0.1,1.26,1.41,1,5.692686319519886
2026-07-27,HEKTS,2.97,-0.6688963210702347,182137849,0.46,0.83,1.18,0,5.499374451610067
2026-07-27,KLYPV,60.45,-0.3297609233305783,457418,0.18,0.93,0.88,0,4.314750028149962
2026-07-27,BRISA,82.2,1.231527093596059,35520,0.21,0.95,0.77,0,3.160087041613778
2026-07-27,IZENR,10.05,0.5000000000000071,15985057,0.27,0.63,0.89,0,6.008603701312609
2026-07-27,ISGYO,24.86,-0.7980845969672757,373333,0.09,0.58,1.82,0,5.70506429889334
2026-07-27,ECOGR,42.02,-4.975124378109443,17311934,0.92,1.38,1.01,1,5.299332152488359
2026-07-27,ESCAR,47.4,-0.4619907601847939,268348,0.14,0.73,0.44,0,3.842091172082344
2026-07-27,TCKRC,140.6,0.2138275124732593,822600,0.25,0.73,0.84,0,5.616285203003394
2026-07-27,DOFRB,141.9,-6.521739130434785,3445026,0.8,0.67,0.62,0,6.891116575720663
2026-07-27,ULUSE,290.0,0.0,60508,0.23,0.66,0.68,0,6.402921686393144
2026-07-27,AKSGY,9.26,-1.0683760683760646,421463,0.17,0.57,0.77,0,2.3500325743758106
2026-07-27,ARDYZ,70.05,0.791366906474816,2056622,0.47,1.01,0.91,0,5.830055524170295
2026-07-27,SMRTG,12.23,2.0868113522537564,26245162,0.86,0.83,0.8,0,4.957218698975483
2026-07-27,MEGMT,79.9,0.1253132832080307,2758326,0.48,1.17,0.62,1,4.431572046494783
2026-07-27,NTHOL,43.72,2.484763244256921,800223,0.43,0.67,1.19,0,3.4291261785282448
2026-07-27,AVPGY,52.9,0.0946073793755859,138032,0.19,0.89,0.7,0,3.168429965164811
2026-07-27,ICBCT,24.02,-1.557377049180324,1189089,0.27,1.14,0.86,0,5.758870561867542
2026-07-27,CRFSA,158.3,-0.1891551071878833,149163,0.2,1.14,0.63,0,4.200039841550745
2026-07-27,ALBRK,8.17,1.3647642679900671,4908887,0.35,0.85,0.74,0,2.76277474113641
2026-07-27,SUNTK,42.26,0.6669842782277302,1219755,0.2,2.05,1.61,1,7.0949627811179
2026-07-27,BINBN,175.9,-0.2834467120181406,70087,0.27,0.54,0.78,0,3.893166688941104
2026-07-27,EGPRO,35.56,-0.1123595505617953,241381,0.22,0.51,0.81,0,4.8996105817559625
2026-07-27,FENER,3.11,1.6339869281045694,41562952,0.43,0.84,0.59,0,3.987812874242217
2026-07-27,NETCD,135.8,-2.5125628140703515,1259383,0.26,0.8,0.58,0,6.184117783763226
2026-07-27,MRSHL,1704.0,-0.8149010477299184,28068,0.47,0.78,1.85,1,7.805001564231838
2026-07-27,KONYA,3935.0,2.207792207792208,10333,1.16,0.59,1.13,1,3.4550049963879346
2026-07-27,DMRGD,12.15,-3.418124006359298,15795518,0.3,0.86,0.79,0,5.117046130599536
2026-07-27,OZKGY,12.88,0.7036747458952435,485509,0.19,0.68,0.6,0,2.926626967035347
2026-07-27,HLGYO,4.88,0.2053388090349032,2430437,0.11,0.76,0.59,0,3.6177809692457528
2026-07-27,IZMDC,12.05,-0.90460526315789,7657034,0.31,1.58,1.3,2,5.929632311302263
2026-07-27,POLTK,4802.5,-0.7235142118863048,1466,0.33,0.46,0.79,0,3.4115857961367166
2026-07-27,ENTRA,4.44,-0.448430493273533,6672760,0.29,0.96,0.68,0,3.703935609282732
2026-07-27,AYDEM,25.12,-1.1023622047244002,695367,0.28,1.15,0.63,0,4.187010139067325
2026-07-27,BALSU,15.98,-0.6218905472636684,15690268,0.2,0.85,2.51,0,8.272967178895952
2026-07-27,LILAK,30.26,0.3315649867374052,463593,0.24,0.55,0.55,0,3.375614399392905
2026-07-27,EGEEN,5460.0,0.1834862385321101,4744,0.59,0.59,0.77,0,2.7170288259575304
2026-07-27,ALFAS,46.38,0.8260869565217446,1187511,0.43,0.64,0.77,0,4.625729765237941
2026-07-27,ALTNY,16.16,-3.059388122375534,5977566,0.24,0.86,0.96,0,5.159718846170272
2026-07-27,MIATK,35.34,5.053507728894182,24415053,0.84,0.94,0.93,0,5.857051453818181
2026-07-27,EKDMR,51.85,0.3872216844143327,2414137,0.13,0.74,,0,6.413240894959205
2026-07-27,POLHO,21.22,-0.9337068160597704,559245,0.14,0.86,0.68,0,3.570028302404756
2026-07-27,FZLGY,12.32,-3.448275862068962,7644934,0.29,0.88,0.87,0,6.912543818888288
2026-07-27,KARTN,221.2,4.045155221072434,771159,0.42,1.11,1.27,1,6.10896770643331
2026-07-27,KBORU,26.04,-1.3636363636363615,951244,0.17,0.67,0.76,0,3.526755975446964
2026-07-27,BANVT,156.7,0.3843689942344614,31840,0.21,0.28,1.58,0,3.527332743100644
2026-07-27,BFREN,127.6,0.4724409448818852,31955,0.3,0.7,0.52,0,1.926377135721412
2026-07-27,DEVA,75.35,-0.3306878306878307,86070,0.17,0.88,0.88,0,2.7928816150192945
2026-07-27,PAGYO,171.7,-0.4637681159420355,50603,0.3,0.92,0.6,0,5.05058897832082
2026-07-27,OBAMS,5.21,0.0,6845683,0.15,1.06,0.72,0,4.357980107442434
2026-07-27,MOBTL,14.49,0.2074688796680453,544447,0.16,0.76,0.55,0,3.836766323417116
2026-07-27,TATEN,12.91,-1.600609756097554,4971208,0.27,0.84,0.48,0,5.874200636231309
2026-07-27,ISKPL,9.83,0.5112474437627885,27823829,0.23,1.17,1.18,2,8.072907824925892
2026-07-27,SVGYO,13.11,-2.960769800148041,13450924,0.27,1.23,0.71,1,9.104468831183755
2026-07-27,AHSGY,20.12,0.600000000000005,594536,0.27,0.57,0.97,0,5.77666480555253
2026-07-27,SDTTR,236.3,-2.996715927750404,222455,0.32,0.66,0.62,0,4.8737245270449705
2026-07-27,EBEBK,86.0,-0.3476245654692899,102310,0.21,0.97,0.77,0,3.0332653629656745
2026-07-27,PATEK,20.26,-0.7835455435847214,4303562,0.48,0.56,0.7,0,4.873820905562829
2026-07-27,GWIND,25.58,0.7880220646178064,1002492,0.21,1.05,0.41,0,2.964509514453636
2026-07-27,GMTAS,46.58,2.238805970149245,517915,0.2,1.14,0.58,0,4.757293599965371
2026-07-27,GSRAY,1.01,0.0,67354165,0.46,1.04,0.63,0,2.44272404697907
2026-07-27,KORDS,72.85,4.071428571428563,2167922,1.22,0.68,1.07,0,5.81801358317196
2026-07-27,HATSN,62.1,1.3877551020408183,1268693,0.26,0.9,1.1,0,6.385735779328031
2026-07-27,ISFIN,19.42,-0.1028806584362117,327405,0.27,0.91,0.62,0,1.961778406244004
2026-07-27,GEREL,35.28,-1.7270194986072351,1425534,0.17,0.66,1.2,0,6.406115894497057
2026-07-27,CRDFA,44.16,-0.3160270880361187,496151,0.28,0.84,0.82,0,4.534991095892394
2026-07-27,ASUZU,52.5,-0.1901140684410673,91739,0.28,0.71,0.64,0,3.3556063818032213
2026-07-27,KLSER,25.66,0.0,344744,0.34,0.77,0.63,0,2.509915208266683
2026-07-27,BMSTL,45.18,2.7285129604365688,1155725,0.5,0.66,0.78,0,3.9281533788111664
2026-07-27,BINHO,9.98,-0.6965174129353262,7416958,0.26,0.55,1.07,0,5.692202196912828
2026-07-27,SNGYO,3.37,1.5060240963855502,5575049,0.28,0.99,0.6,0,3.9209664235702046
2026-07-27,CANTE,1.28,0.0,72607800,0.3,0.76,0.59,0,3.018606852919341
2026-07-27,DGGYO,38.06,-0.6266318537858875,47094,0.25,0.59,1.51,0,7.2135028224873725
2026-07-27,MCARD,133.3,-2.842565597667622,761901,0.26,1.11,0.3,0,6.967100504677666
2026-07-27,ZOREN,2.56,0.7874015748031503,7815990,0.13,0.62,1.15,0,3.1462287368685704
2026-07-27,LOGO,134.8,0.8982035928143841,169069,0.41,0.67,0.78,0,2.618217872404917
2026-07-27,AYCES,502.5,0.9036144578313252,49701,0.43,0.72,0.64,0,5.446945225170294
2026-07-27,ISVEA,39.86,-9.981933152664864,23298021,0.93,,,0,
2026-07-27,KLKIM,26.82,-0.4454342984409836,805514,0.48,0.88,0.78,0,2.962378225270552
2026-07-27,ATATR,15.11,-1.7555266579974078,9539417,0.26,0.86,0.53,0,6.084833838609969
2026-07-27,LMKDC,24.6,3.972950126796286,4108792,0.6,1.25,0.83,1,4.129596078250565
2026-07-27,KAYSE,4.07,-0.245098039215681,2189571,0.25,1.02,0.52,0,2.2758398872587007
2026-07-27,MEYSU,13.06,-5.156136528685542,10256068,0.48,1.32,0.41,0,6.037919451061649
2026-07-27,ODAS,8.66,1.6431924882629174,23806471,0.33,0.65,1.13,1,4.363299652455793
2026-07-27,TRCAS,44.58,-2.9603831084022625,384422,0.42,1.19,0.56,0,3.6676629190982455
2026-07-27,KOCMT,4.6,-5.930470347648263,29868470,0.27,0.69,2.23,1,7.602510290129971
2026-07-27,SURGY,69.2,1.0218978102189822,889164,0.38,1.06,0.4,0,3.952561508112302
2026-07-27,KSTUR,2712.5,0.7428040854224698,60,0.08,0.73,0.88,0,2.213734755869429
2026-07-27,YYLGD,10.53,0.5730659025787843,1587762,0.48,0.74,0.57,0,2.669416071666761
2026-07-27,AKGRT,7.07,0.2836879432624179,1650042,0.23,0.93,0.69,0,1.8393844383009297
2026-07-27,IZFAS,64.6,0.7800312012480499,684871,0.2,0.74,0.73,0,3.823070827986754
2026-07-27,KOTON,13.65,-0.0732064421669091,1137208,0.29,0.48,1.51,0,3.330159957112417
2026-07-27,VAKKO,70.1,-0.2135231316726059,26096,0.18,0.69,0.3,0,3.397848245546525
2026-07-27,HTTBT,37.7,1.3440860215053765,199324,0.44,0.93,0.68,0,2.7326797051837888
2026-07-27,OYYAT,36.8,-0.9687836383207736,118955,0.45,0.62,1.01,0,4.10029871192237
2026-07-27,GARFA,27.84,-0.4291845493562267,213554,0.09,1.84,0.87,0,4.091481917036353
2026-07-27,HRKET,95.25,-1.192946058091292,713273,0.29,0.71,1.16,0,6.60132415257366
2026-07-27,AKHAN,40.66,1.245019920318725,1459960,0.21,1.28,0.63,1,5.629835066351179
2026-07-27,JANTS,15.4,-0.8370895041854411,844218,0.28,0.59,1.31,0,3.7318720423383502
2026-07-27,TARKM,501.5,-2.241715399610136,60278,0.47,0.94,0.56,0,4.677970458578211
2026-07-27,AKFGY,2.8,1.818181818181812,10385732,0.92,0.7,0.74,0,2.532391904429744
2026-07-27,EMPAE,58.25,-6.575781876503611,8535263,0.68,1.87,0.45,0,13.490821226704988
2026-07-27,KMPUR,21.0,-3.581267217630859,2443733,1.03,1.16,0.47,1,4.85628676746364
2026-07-27,GEDIK,6.47,-2.2658610271903377,3003703,0.19,0.61,1.39,0,6.14344297323808
2026-07-27,BULGS,41.14,5.217391304347824,5628812,1.34,1.21,0.63,2,4.241107147326184
2026-07-27,VAKFA,11.5,-0.5190311418685164,1809669,0.23,0.91,0.55,0,2.6262891157635115
2026-07-27,QUAGR,3.78,-3.5714285714285747,19718335,0.25,1.17,0.49,1,5.548553005916333
2026-07-27,MANAS,30.42,-0.653167864141082,7389147,0.26,0.98,0.78,0,5.377905657450472
2026-07-27,KGYO,9.94,-1.0945273631840915,3170985,0.09,1.35,1.15,1,7.451511298099968
2026-07-27,BARMA,34.36,-9.958071278825988,179119,0.09,0.76,0.97,0,11.754642504966563
2026-07-27,TNZTP,25.4,1.518784972022378,559365,0.32,0.84,0.56,0,3.3226245871879936
2026-07-27,EGGUB,98.05,-1.0095911155981827,95152,0.22,0.8,0.45,0,3.532726283337742
2026-07-27,BIGTK,290.25,0.0862068965517241,108693,0.11,1.11,1.14,1,8.169029102940964
2026-07-27,KARSN,10.74,-1.3774104683195625,4949401,0.48,0.66,0.79,0,4.626816066780053
2026-07-27,VESBE,6.12,0.0,2326098,0.19,0.66,1.56,0,3.810191719389161
2026-07-27,AYEN,34.8,-0.967558338076276,207534,0.19,0.46,0.71,0,5.481305676772965
2026-07-27,TMSN,82.15,-1.2620192307692273,345832,0.53,1.11,0.64,0,3.553615810109521
2026-07-27,VSNMD,81.0,-0.430239704978481,337226,0.29,0.36,1.07,0,4.31657707759502
2026-07-27,TUKAS,2.11,0.476190476190466,26725102,0.54,0.88,0.44,0,2.419039185176892
2026-07-27,INGRM,391.5,0.1278772378516624,8354,0.18,0.56,1.03,0,4.497179886904143
2026-07-27,EGEPO,18.21,-2.828175026680884,1069147,0.24,1.34,1.11,0,4.326533808301644
2026-07-27,IHAAS,53.6,-5.9649122807017525,447457,0.2,1.03,0.92,0,8.818070563563719
2026-07-27,SONME,123.6,-1.1200000000000043,16878,0.47,1.15,0.85,0,4.89634999147432
2026-07-27,ALCAR,821.0,-2.8402366863905324,20519,0.21,1.02,1.59,1,5.911799420476438
2026-07-27,VKGYO,2.65,0.3787878787878707,2138662,0.19,0.5,0.74,0,2.0224510229827977
2026-07-27,CELHA,23.72,0.5084745762711755,738040,0.23,0.34,0.89,0,7.602659537974223
2026-07-27,AKMGY,241.3,-0.6177924217462932,4482,0.15,0.86,0.42,0,3.90044678034216
2026-07-27,MAALT,1072.0,-0.186219739292365,4452,0.16,0.46,0.58,0,3.923052123634717
2026-07-27,SEGMN,49.3,-1.2024048096192417,295009,0.23,0.57,0.61,0,6.756239082341804
2026-07-27,BASCM,13.48,-0.148148148148145,1560,0.02,0.89,0.82,0,1.5622356508548358
2026-07-27,BOSSA,6.99,2.0437956204379644,3663589,0.4,1.95,1.38,1,4.263964952188818
2026-07-27,BESLR,13.71,2.3134328358209,2329375,0.91,0.84,0.71,0,2.938338182454735
2026-07-27,GOZDE,22.96,-0.0870322019147065,147785,0.09,0.62,1.01,0,3.80003894992354
2026-07-27,KZBGY,2.19,-0.9049773755656116,5443580,0.21,0.43,0.83,0,4.44328510011258
2026-07-27,BERA,13.6,0.221075902726598,2352320,0.29,0.75,0.8,0,3.5036219094439582
2026-07-27,MOPAS,31.66,-1.0624999999999996,848599,0.36,0.67,0.58,0,3.946947841680237
2026-07-27,EUREN,4.08,-0.7299270072992761,9086579,0.32,1.03,0.37,0,2.805729498251144
2026-07-27,TUREX,7.6,-4.402515723270447,84056774,3.11,1.41,0.55,1,4.324080341476592
2026-07-27,ORGE,112.6,4.939422180801489,761139,1.3,0.49,0.76,0,4.870477126197339
2026-07-27,GIPTA,64.0,-0.8520526723470135,949519,0.65,0.65,0.68,0,5.109017406585649
2026-07-27,KAPLM,419.25,-1.1785503830288746,89749,0.48,0.98,0.79,0,7.385018777976406
2026-07-27,SRVGY,2.58,-0.7692307692307698,5819110,0.3,0.85,0.69,0,2.6562141911237407
2026-07-27,BIOEN,16.95,0.832837596668653,848126,0.1,0.55,1.26,0,4.825683552709366
2026-07-27,INDES,11.19,0.0894454382826456,4347109,0.8,0.89,0.6,0,3.3579069964520105
2026-07-27,BJKAS,1.99,3.645833333333337,143018369,1.17,1.22,1.07,1,4.990625187532669
2026-07-27,GOKNR,24.0,0.4184100418410101,1118521,0.29,0.49,0.88,0,3.992099300296359
2026-07-27,VESTL,24.34,-0.3276003276003351,2085945,0.26,0.82,1.34,1,4.999825911592279
2026-07-27,BIENY,21.82,-3.194321206743562,893377,0.26,1.58,0.63,1,4.2817464299234125
2026-07-27,KAREL,10.09,0.8999999999999986,4504374,0.31,0.71,0.95,0,5.007125013533978
2026-07-27,ZGYO,37.86,-0.8900523560209513,910872,0.24,0.69,0.39,0,5.158625184719262
2026-07-27,KOPOL,6.16,-0.4846526655896647,3819697,0.13,1.05,1.34,0,5.499115646959001
2026-07-27,BUCIM,5.27,0.3809523809523728,556778,0.2,0.66,0.61,0,1.9321866980131333
2026-07-27,ADEL,30.0,-0.3984063745019953,561992,0.37,0.82,0.28,0,2.92441617742663
2026-07-27,NTGAZ,11.21,-1.0591350397175572,1029944,0.4,0.75,0.44,0,2.980438927548163
2026-07-27,VAKFN,1.3,0.7751937984496131,13546612,0.34,0.86,0.5,0,2.762089298753566
2026-07-27,SNPAM,19.66,-0.6066734074823104,9080,0.2,1.04,0.76,0,2.481852822932939
2026-07-27,AKENR,10.5,-0.5681818181818229,2146947,0.19,0.88,0.69,0,5.20010287720056
2026-07-27,INVEO,7.56,-0.9174311926605542,2085928,0.32,0.52,1.11,0,5.4189540902628375
2026-07-27,ASGYO,11.64,-0.0858369098712428,1181302,0.29,0.55,1.32,0,3.131562670349228
2026-07-27,PRKAB,37.54,6.52667423382519,950196,0.9,1.18,0.46,1,4.3463464928199125
2026-07-27,CATES,45.92,1.323918799646958,937444,0.22,1.48,0.96,1,4.170943811251291
2026-07-27,EDATA,18.12,-2.7896995708154484,902651,0.19,0.79,0.69,0,6.937833883209556
2026-07-27,SMRVA,12.26,-1.367658889782783,2259746,0.25,0.48,0.55,0,5.257032581176648
2026-07-27,GLCVY,53.8,1.1278195488721696,255466,0.52,0.8,0.61,0,3.866979566258349
2026-07-27,GENKM,12.02,-1.3136288998357974,3926638,0.27,0.49,0.62,0,5.495339120179795
2026-07-27,DOKTA,22.58,-0.7908611599297155,160935,0.51,0.66,0.63,0,4.519267784846358
2026-07-27,ATAKP,52.65,-1.033834586466173,158185,0.38,1.02,0.62,0,3.4762459229995
2026-07-27,OFSYM,51.1,1.7928286852589612,253938,0.43,0.51,0.86,0,3.760828246425332
2026-07-27,ENDAE,16.53,-0.780312124849934,671228,0.15,0.59,0.76,0,5.4932354494756686
2026-07-27,TSPOR,0.96,0.0,101172343,0.75,1.02,0.57,0,2.4734947854822105
2026-07-27,BOBET,18.81,-0.6863780359028646,1060353,0.25,0.83,1.24,0,2.478943919903032
2026-07-27,CGCAM,42.56,-0.2344116268166768,1275091,0.48,0.58,0.68,0,4.206947899911596
2026-07-27,FORTE,106.3,-0.093984962406023,296140,0.18,0.98,0.69,0,4.087258965637684
2026-07-27,ALGYO,3.51,0.0,8106286,0.17,0.61,0.92,0,5.922877091418933
2026-07-27,ULUUN,9.04,-2.2702702702702795,4956591,0.3,1.36,1.03,0,5.659579968169596
2026-07-27,PARSN,80.15,0.1875000000000071,85049,0.34,0.32,1.36,0,3.4403974226516074
2026-07-27,TEZOL,13.69,0.0,416309,0.12,0.93,0.69,0,4.069114718558096
2026-07-27,EKOS,5.95,-1.3266998341625218,3967798,0.32,0.66,0.61,0,5.624768642768911
2026-07-27,ALCTL,174.7,0.1146131805157528,202956,0.56,0.76,0.99,0,4.749904028623593
2026-07-27,ATATP,249.6,-6.429240862230555,702072,0.47,1.2,0.81,1,5.789771910636455
2026-07-27,MARMR,2.22,-0.448430493273533,21549696,0.32,0.75,0.57,0,4.552627110818301
2026-07-27,ALKA,8.95,-1.5401540154015465,1361334,0.3,1.43,0.54,0,3.59992028410466
2026-07-27,AGROT,2.6,-6.474820143884882,41955575,1.52,1.0,0.44,0,3.841873814401816
