Tarih,Sembol,Açıklama,Fiyat,"Fiyat değişimi %, 1 gün",Piyasa değeri,Halka açıklık %,"Hacim, 1 gün","Ortalama hacim, 10 gün","Ortalama hacim, 30 gün","Ortalama hacim, 60 gün","Bağıl hacim, 1 gün","Performans %, 1 hafta","Performans %, 1 ay","Performans %, 3 ay","Performans %, 6 ay","Performans %, Güncel yıl",RSI,MFI,ADX,MACD Level,MACD Signal,SMA20,SMA50,SMA200,"Yüksek, 1 ay","Yüksek, 3 ay","Yüksek, 6 ay","Yüksek, 52 hafta","Yüksek, Tüm Zamanlar","Düşük, 1 ay","Düşük, 3 ay",ATR %,"Volatilite, 1 hafta","Volatilite, 1 ay",BB Upper,BB Lower,Sektör,F/K,PD/DD,XU100
2026-07-22,AKBNK,Akbank T.A.S.,66.5,-0.29985007496252297,346839984131.0,58.7227,4394262,117180375.8999999,119128242.16666637,131071212.36666664,0.03462444945305845,-1.6272189349112343,-19.393939393939394,-18.6046511627907,-15.070242656449551,-5.1355206847360835,34.04821767703258,19.423058480421716,25.14382919768336,-2.0162379724568353,-1.1495400710729062,72.3875,71.56700000000002,71.79075,83.0,83.0,93.5,93.5,93.5,66.15,60.65,3.3382950287951614,2.893990621890641,3.0266831514789576,81.67048847354766,63.10451152645235,Finance,5.5175732634164145,1.1427560009726314,True
2026-07-22,VAKBN,Turkiye Vakiflar Bankasi Turk Anonim Ortakligi,30.46,-0.45751633986928286,303427213158.0,7.9338999999999995,2512529,36376791.6,46552553.766666666,51804705.11666667,0.06087444927491118,-1.8685567010309223,-13.416714042069355,-10.20047169811321,-10.253388332351198,-1.741935483870965,39.29338259775335,49.87307153886272,16.384968006719397,-0.5664671998552357,-0.39666210135135643,31.840000000000003,32.1564,31.587999999999976,34.7,35.44,43.06,43.06,43.06,30.3,28.68,3.199262566537666,2.964136280506143,2.9378844883457047,33.782493243231116,29.89750675676889,Finance,4.17106001889712,0.8892607603909362,True
2026-07-22,ASTOR,Astor Enerji A.S.,298.5,-0.5,299400000000.0,31.6974,1733443,31900947.7,34100682.56666667,36461127.61666667,0.048066087028548796,-5.984251968503937,0.5050505050505051,37.93900184842884,88.09073724007563,154.25894378194207,48.220443530665634,59.440775366558206,13.843725551878608,0.6930521394666016,2.4967633742152393,303.3124999999999,311.24500000000006,189.15425000000002,336.5,385.75,385.75,385.75,385.75,271.0,209.0,5.883280597830335,5.997826497547161,5.503238994478839,335.12439832437286,271.5006016756269,Producer manufacturing,35.55687909469923,7.757169664762933,True
2026-07-22,EREGL,Eregli Demir Ve Celik Fabrikalari T.A.S.,42.58,0.6619385342789625,291538493277.0,46.4843,5061363,108791387.4,126907472.70000006,152324834.6333333,0.04048358615457983,4.209495839451784,6.131605184446663,25.23529411764705,58.880597014925364,78.30820770519263,57.12809791119722,66.3868471033596,24.979042501078393,0.8852612072970203,0.7798395031697919,41.309999999999995,40.2228,30.820399999999967,44.26,44.26,44.26,44.26,44.26,39.04,32.2,3.3897964842189183,4.741980192244462,3.3891813065872682,43.67631358868618,38.94368641131381,Non-energy minerals,610.028653295129,0.9685990118379268,True
2026-07-22,FROTO,Ford Otomotiv Sanayi A.S.,81.2,0.12330456226881446,284588012565.0,17.892300000000002,829000,18873208.7,20308880.1,24782956.533333328,0.03970544232631476,-0.12300123001229314,-10.916072408118488,-21.697203471552555,-22.370936902485653,-12.594187298170077,38.86169156153884,40.166643336467544,40.53420628054304,-1.7986498093583947,-1.9539194089923075,83.28500000000011,87.00299999999994,98.65274999999987,89.8,105.8,135.4,135.4,135.4,80.1,80.1,2.448735285097471,2.848571333699715,2.1217796641922386,87.1180275240234,79.45197247597682,Consumer durables,9.00750995596082,1.7328293047897365,True
2026-07-22,YKBNK,Yapi ve Kredi Bankasi A.S.,32.8,-0.18259281801583163,277570093828.0,38.83390000000001,14264161,260368530.30000004,197437171.4000004,184381915.74999973,0.05139610784147461,-3.5294117647058907,-24.736117485084904,-15.332989158492525,-13.72961599158339,-9.840571742715793,28.076766737583313,5.938761745941747,32.396891383219966,-1.5563324730716133,-0.9547281488249277,36.94299999999999,37.09279999999994,36.31170000000002,43.96,44.2,44.5,44.5,44.5,32.68,30.42,3.601023669801371,2.9815254671809193,3.244979250632739,43.35353227119309,30.53246772880689,Finance,4.95049504950495,1.0218931255567059,True
2026-07-22,HALKB,Turkiye Halk Bankasi Anonim Sirketi,37.52,0.3208556149732742,268710701881.00003,8.5065,2472309,39481599.9,60997446.1,56317481.766666666,0.05413034579227063,-4.626334519572954,-21.539104976997066,-8.532423208191126,-14.141876430205949,1.7353579175705003,30.745328389044104,11.015774321821567,20.445250817245903,-1.7422491527133133,-1.1361290292974557,41.50600000000004,42.80959999999998,38.88885000000002,46.42,52.2,52.5,52.5,52.5,37.28,34.94,3.9362067434266965,2.2510281032523323,3.138918327287727,46.6503499103368,36.361650089663286,Finance,8.916773610913067,1.1924841714571033,True
2026-07-22,CCOLA,Coca-Cola Icecek A.S.,91.9,-0.48727666486192595,258402555667.0,29.650100000000002,426869,4675909.099999997,5308206.133333315,6106759.5,0.08111353234251731,11.529126213592232,14.588528678304241,14.731585518102387,31.285714285714292,56.29251700680274,64.38220524445049,77.30762922685065,15.73076549181385,2.662822854584064,1.7590969240529504,84.57249999999999,82.652,68.65970000000003,93.25,93.25,93.25,93.25,93.25,76.5,71.85,3.4589595827771333,4.895555691477736,3.73529749671914,92.60826225382355,76.53673774617643,Consumer non-durables,14.712945470846275,3.0818191116379756,True
2026-07-22,TCELL,Turkcell Iletisim Hizmetleri A.S.,111.7,0.17937219730941958,243416341431.0,48.9436,1300077,22563620.5,20601882.86666666,21263636.40000005,0.05308131501920305,2.4770642201834887,-1.8453427065026313,-3.789836347975876,-1.1504424778761038,19.465240641711233,54.93781101964719,66.72409076843095,11.943991501614875,0.173506323328823,-0.27153041924686344,108.99500000000015,109.79600000000003,106.89650000000009,113.1,123.4,129.6,129.6,129.6,103.9,100.8,2.7358210531420006,3.0319879619842873,2.638940050234564,112.86357855030505,105.12642144969524,Communications,13.215963274529987,0.8360695211641981,True
2026-07-22,ODINE,Odine Solutions Teknoloji Ticaret ve Sanayi AS,2203.0,0.593607305936073,241995000000.0,29.2742,5850,323657.7,427336.73333333334,558342.8166666667,0.013860726472660725,7.937285644292014,33.9209726443769,136.2466487935657,533.5010783608915,619.3469387755102,79.60038196398978,72.58430598191717,38.824971646075696,157.18217496207967,150.61763058744697,1973.5999999999992,1626.9200000000003,751.4570000000001,2214.0,2214.0,2214.0,2214.0,2214.0,1620.0,961.0,4.433319466291736,3.434549063738922,5.73877934990827,2232.9371550704,1714.2628449295985,Technology services,,109.5246689028989,True
2026-07-22,OZATD,OZATA DENIZCILIK SANAYI VE TICARET AS,2877.5,-0.25996533795493937,205844745598.0,18.7106,36525,777236.7,611451.7666666667,778147.0833333334,0.040443224522512505,25.108695652173914,102.64084507042253,1051.0,1732.8025477707006,1688.377874456184,86.0350780253901,65.39561628046991,52.921514552243345,359.7088854587869,277.5286802494812,2066.975,1603.31,552.7834999999999,2962.5,2962.5,2962.5,2962.5,2962.5,1389.0,251.5,5.509575697620519,10.038225246470978,7.9886812292572245,2978.142738399468,1155.807261600532,Producer manufacturing,,45.709117185786155,False
2026-07-22,TTKOM,Turk Telekomunikasyon A.S.,58.95,0.5972696245733812,205099994659.0,13.319700000000001,2941102,30704417.2,32263158.366666667,27136618.133333333,0.08586094498507556,2.166377816291161,-7.0189274447949455,-9.307692307692305,-9.097918272937536,2.610966057441253,45.64479052233947,52.17014601824444,18.59810492252291,-0.9981711905476658,-1.0623809217684292,59.532500000000006,61.564000000000014,60.05959999999996,63.65,68.9,75.65,75.65,75.65,56.55,56.25,2.7933598488603524,2.9822526624943464,2.6163552901337015,62.88947408390336,56.17552591609665,Communications,7.579264059245546,0.8469895734793269,True
2026-07-22,SAHOL,Haci Omer Sabanci Holding A.S.,88.65,0.2828054298642534,185504856522.0,65.40360000000008,1427481,31626672.300000012,28816207.866666667,30652457.03333329,0.04089381109552238,-0.5050505050504923,-12.660098522167484,-12.831858407079643,-7.608129233976027,4.416961130742049,37.402073021771116,25.439483487983352,22.886428841980443,-2.045552764158856,-1.535925098101541,92.94249999999994,94.06699999999981,91.72674999999995,101.8,103.3,115.0,115.0,115.0,87.9,85.1,2.555250523186489,2.1503103022805763,2.4082778599686936,100.8606610870223,85.02433891297758,Finance,25.32712416433347,0.4869057237374368,True
2026-07-22,ISDMR,Iskenderun Demir ve Celik AS,57.0,0.0,165300000000.0,5.1267,73083,1122314.1,1542266.5,3739626.1333333333,0.06023605829041786,3.8251366120218604,-8.360128617363348,25.550660792951547,46.15384615384615,61.564625850340136,49.97106252706449,62.4291533775265,14.129026171664563,-0.3113594745192003,-0.41947074743283574,56.662499999999945,58.22399999999997,44.572900000000025,63.25,67.95,67.95,67.95,67.95,52.65,43.88,3.851278576479959,4.386847330318947,3.748311441120824,59.77005128678811,53.55494871321178,Non-energy minerals,25.09244585314316,1.16938044992836,False
