Tarih,Gosterge,Deger,Gunluk %,Haftalik %,Aylik %
2026-07-29,BIST 100,13629.02,-0.42986997236967756,-2.7219818448892807,-4.8348490095968
2026-07-29,USD/TRY,47.3928,0.040740076202943,0.48027965747557294,1.6720513843658746
2026-07-29,EUR/TRY,54.06167,0.20674648976749077,0.5157081155653186,1.9602506869750993
2026-07-29,Ons Altin,4043.4,0.36744802222709005,-0.8852134426947104,-1.04679614601261
